@relation pageAnalyzerDataset-weka.filters.unsupervised.attribute.StringToNominal-Rfirst-last

@attribute NumDots numeric
@attribute SubdomainLevel numeric
@attribute PathLevel numeric
@attribute UrlLength numeric
@attribute NumDash numeric
@attribute NumDashInHostname numeric
@attribute AtSymbol numeric
@attribute TildeSymbol numeric
@attribute NumUnderscore numeric
@attribute NumPercent numeric
@attribute NumQueryComponents numeric
@attribute NumAmpersand numeric
@attribute NumHash numeric
@attribute NumNumericChars numeric
@attribute NoHttps numeric
@attribute RandomString numeric
@attribute IpAddress numeric
@attribute DomainInSubdomains numeric
@attribute DomainInPaths numeric
@attribute HttpsInHostname numeric
@attribute HostnameLength numeric
@attribute PathLength numeric
@attribute QueryLength numeric
@attribute DoubleSlashInPath numeric
@attribute NumSensitiveWords numeric
@attribute EmbeddedBrandName numeric
@attribute PctExtHyperlinks numeric
@attribute PctExtResourceUrls numeric
@attribute ExtFavicon numeric
@attribute InsecureForms numeric
@attribute RelativeFormAction numeric
@attribute ExtFormAction numeric
@attribute AbnormalFormAction numeric
@attribute PctNullSelfRedirectHyperlinks numeric
@attribute FrequentDomainNameMismatch numeric
@attribute FakeLinkInStatusBar numeric
@attribute RightClickDisabled numeric
@attribute PopUpWindow numeric
@attribute SubmitInfoToEmail numeric
@attribute IframeOrFrame numeric
@attribute MissingTitle numeric
@attribute ImagesOnlyInForm numeric
@attribute SubdomainLevelRT numeric
@attribute UrlLengthRT numeric
@attribute PctExtResourceUrlsRT numeric
@attribute AbnormalExtFormActionR numeric
@attribute ExtMetaScriptLinkRT numeric
@attribute PctExtNullSelfRedirectHyperlinksRT numeric
@attribute classVal {legit,phish}

@data
2,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0.444444,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,legit
2,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0.105263,0.038462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,legit
2,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0.031363,0.807571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,legit
1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.364286,0.643836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,legit
2,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,legit
2,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,legit
2,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0.936709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,legit
2,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,1,0.287671,0.736842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,-1,1,legit
2,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,1,0.178218,0.740741,0,0,0,0,0,0.039604,0,0,0,0,0,1,0,0,1,1,1,1,-1,1,legit
2,1,3,76,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,25,43,0,0,0,1,0.733333,0.928571,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-1,-1,1,0,-1,legit
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.308901,0.174419,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,legit
1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.135135,0.137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,legit
1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.152174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,legit
2,1,2,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,legit
1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0.021739,0.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,legit
2,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,legit
1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,legit
2,1,0,43,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1,16,0,0,0,0,0.052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,legit
2,1,1,68,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,legit
2,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0.037838,0.960227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,legit
1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.295082,1,0,0,0,0,0,0.065574,1,0,0,0,0,0,0,0,1,1,1,1,-1,0,legit
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.111111,0.666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,legit
6,1,3,200,0,0,0,0,0,8,6,5,0,17,0,0,0,0,0,0,19,21,151,0,3,0,0.166667,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,legit
6,1,3,223,2,0,0,0,0,8,6,5,0,17,0,0,0,0,0,0,19,21,174,0,3,0,0.166667,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,legit
2,1,3,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0.136364,0.029412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,legit
3,1,4,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,legit
1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,legit
1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0.035857,0.985075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,-1,1,legit
2,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0.073733,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,1,legit
2,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0.061303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,legit
2,1,2,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,4,0,0,0,0,0.053571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,legit
2,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0.444444,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,legit
2,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0.105263,0.038462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,legit
2,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0.031363,0.807571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,legit
1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0.364286,0.643836,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,legit
2,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,legit
2,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,legit
2,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0.936709,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,legit
2,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,1,0.287671,0.736842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,-1,1,legit
2,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,1,0.178218,0.740741,0,0,0,0,0,0.039604,0,0,0,0,0,1,0,0,1,1,1,1,-1,1,legit
2,1,3,76,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,25,43,0,0,0,1,0.733333,0.928571,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-1,-1,1,0,-1,legit
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.308901,0.174419,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,legit
1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.135135,0.137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,legit
1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.152174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,legit
2,1,2,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,legit
1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0.021739,0.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,legit
2,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,legit
1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,legit
2,1,0,43,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1,16,0,0,0,0,0.052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,legit
2,1,1,68,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,legit
2,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0.037838,0.960227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,legit
1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0.295082,1,0,0,0,0,0,0.065574,1,0,0,0,0,0,0,0,1,1,1,1,-1,0,legit
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.214116,0,0,0,0,0.991882,0,0,0,0,0,0,0,1,0,0,1,1,-0.766659,0.86317,0,1,legit
1,0,0,18.127425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.121133,1,0,0,0,0,0.019558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.488499,1,0,1,legit
1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.274148,0,0,0,0,0.008352,0,0,0,0,0,0,0,1,0,0,1,1,-0.41536,0.202437,0,1,legit
1,0,0,17.530493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.890363,1,0,0,0,0,0.333597,0,0,0,0,0,0,0,0,0,0,0,0,0.733583,0,0,1,1,0.614153,1,0,0.935254,legit
1,0,0,18.743587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.378334,1,0,0,0,0,0.151495,0,0,0,0,0,0,0,0,0,0,0,0,0.322405,0,0,1,1,-1,1,0,1,legit
5.109517,1,1.366969,126.823626,0.559841,0.885505,0,0,0,1.449763,2.265384,0,0,0,0,0,0,0,0,0,17.567015,4.964342,88.713334,0,1.46825,0,0.157188,0,0,0,0,0,0,0,0,0,0,0,0,0.298189,0,0,1,-0.50143,0.796681,1,0,1,legit
2.69197,1,2.278265,195.89569,0.434198,0.228219,0,0,0,3.143469,2.86771,0,0,0,0,0,0,0,0,0,18.595893,14.081218,135.480767,0,0.603588,0,0.079696,0,0,0,0,0,0,0,0,0,0,0,0,0.487371,0,0,1,-0.93164,0.108811,1,0,1,legit
3.152129,1,1.818868,134.037205,0.065947,0.262171,0,0,0,0.892639,3.761391,0,0,0,0,0,0,0,0,0,17.503545,6.181102,36.203623,0,2.196795,0,0.051033,0,0,0,0,0,0,0,0,0,0,0,0,0.03415,0,0,1,0.353935,0.768814,1,0,1,legit
4.686075,1,3.400732,78.401665,0.174611,0,0,0,0,0.874989,4.639418,0,0,0,0,0,0,0,0,0,14.292931,40.620814,59.116415,0,2.006485,0,0.155043,0,0,0,0,0,0,0,0,0,0,0,0,0.026457,0,0,1,-0.102922,0.622638,1,0,1,legit
5.764414,1,3.817983,98.676559,0.700989,0,0,0,0,6.557423,0.225774,0,0,0,0,0,0,0,0,0,18.670763,28.235329,36.347742,0,1.648851,0,0.080101,0,0,0,0,0,0,0,0,0,0,0,0,0.21059,0,0,1,-0.208704,0.464866,1,0,1,legit
5.38806,1,3,164.759644,2.008332,0,0,0,0,3.157371,2.267987,0,0,0,0,0,0,0,0,0,23.629112,33.011277,19.037998,0,1.491575,0.131164,0.386794,0,0,0,0,0,0,0,0,0,0,0,0,0.322917,0.051528,0,1,-1,-0.021815,1,0,-0.805161,legit
4.206609,1,3,164.545061,2.631565,0,0,0,0,7.70909,1.733308,0,0,0,0,0,0,0,0,0,20.631538,39.341011,172.44467,0,2.594328,0.268788,0.663585,0,0,0,0,0,0,0,0,0,0,0,0,0.329812,0.122538,0,1,-1,-0.477601,1,0,0.572466,legit
5.406698,1,3,139.747157,2.079476,0,0,0,0,5.096142,1.470018,0,0,0,0,0,0,0,0,0,24.928229,25.741641,97.661374,0,0.493415,0.203978,0.364548,0,0,0,0,0,0,0,0,0,0,0,0,0.880123,0.493574,0,1,-1,-0.072174,1,0,-0.530288,legit
2.779721,1,2.600185,189.678069,2,0.929499,0,0,0,2.127788,4.733145,0,0,0,0,0,0,0,0,0,20.884374,16.816282,109.151839,0,1.701024,0,0.046802,0,0,0,0,0,0,0,0,0,0,0,0,0.706676,0,0,1,-0.26542,0.676324,1,0,1,legit
3.890328,1,2.436769,118.476012,2,0.137179,0,0,0,6.671475,2.801136,0,0,0,0,0,0,0,0,0,22.891822,16.420151,59.51758,0,0.074302,0,0.043132,0,0,0,0,0,0,0,0,0,0,0,0,0.72427,0,0,1,-0.310071,0.582228,1,0,1,legit
2,1,0.987712,35.404225,0.985811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.813642,13.137924,0,0,0,0,0.093874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.911491,1,0,1,legit
2,1,2.964171,39.965329,0.612414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.769887,5.245824,0,0,0,0,0.12116,0,0,0,0,0,0,0,0,0,0,0,0,0.630475,0,0,1,1,1,1,0,1,legit
2,1,2.904358,38.016753,0.869865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.752457,6.473122,0,0,0,0.416988,0.152434,0,0,0,0,0,0,0.0094,0,0,0,0,0,0.209508,0,0,1,1,1,1,0,1,legit
2,1,2.387471,32.816912,0.648696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.603259,9.321104,0,0,0,0,0.082347,0,0,0,0,0,0,0,0,0,0,0,0,0.266437,0,0,1,1,1,1,0,1,legit
2,1,2.025176,36.135254,0.475474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.260782,8.732323,0,0,0,0.778299,0.149793,0,0,0,0,0,0,0.025343,0,0,0,0,0,0.32394,0,0,1,1,1,1,0,1,legit
2,1,2.553884,34.56776,0.570222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.567245,8.311622,0,0,0,0,0.037211,0,0,0,0,0,0,0,0,0,0,0,0,0.090391,0,0,1,1,1,1,0,1,legit
2.637598,1,2.083394,64.950677,1.03829,0.671942,0,0,0,0,0.628506,0,0,0,0,0,0,0,0,0,17.05216,37.943041,7.322924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,legit
2.861257,1,1.715084,47.540749,0.55471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.617019,34.102821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.64474,0.035239,1,0,1,legit
2.723545,1,2.931465,57.626937,1,0.809238,0,0,0,0,0.775289,0,0,0,0,0,0,0,0,0,15.154922,28.113302,2.46074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.353636,1,1,0,1,legit
2.764192,1,3.007582,60.567274,1,0.922321,0,0,0,0,0.872974,0,0,0,0,0,0,0,0,0,15.700816,1.937208,1.427415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.970495,1,1,0,1,legit
2.710311,1,1.714948,48.189852,1,0.862844,0,0,0,0,0.778307,0,0,0,0,0,0,0,0,0,16.637723,31.818223,0.425342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024953,1,1,0,1,legit
1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.080366,0,0,0,0,0,0,0,0,0,0,0,0,0.520345,0,0,1,1,1,1,0,1,legit
1,0,0,19.381996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.339794,1,0,0,0,0,0.09641,0,0,0,0,0,0,0.043395,0,0,0,0,0,0.884368,0,0,1,1,1,1,0,0.603023,legit
1,0,0,19.607807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36241,1,0,0,0,0,0.200607,0,0,0,0,0,0,0.01,0,0,0,0,0,0.516018,0,0,1,1,1,1,0,0.694974,legit
1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0.128658,0,0,0,0,0,0,0,0,0,0,0,0,0.782995,0,0,1,1,1,1,0,1,legit
1,0,0,19.011522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.835874,1,0,0,0,0,0.359225,0,0,0,0,0,0,0,0,0,0,0,0,0.21292,0,0,1,1,1,1,0,0.995834,legit
1,0,0,21.634194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28016,1,0,0,0,0,0.022177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.455615,1,0,1,legit
1.980725,0.080003,0,24.305514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.172943,1,0,0,0,0,0.031445,0,0,0,0,0,0,0,0,0,0,0,0,0.013195,0,0,1,1,-1,1,0,1,legit
1.263056,0.279558,0,24.136472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.407298,1,0,0,0,0,0.101015,0,0,0,0,0,0,0,0,0,0,0,0,0.534076,0,0,1,1,0.930363,1,0,0.319313,legit
1.861636,0.235583,0,23.551951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.366924,1,0,0,0,0,0.041548,0,0,0,0,0,0,0,0,0,0,0,0,0.135694,0,0,1,1,-1,1,0,1,legit
1.437514,0.89451,0,24.983854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.904797,1,0,0,0,0,0.03719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,legit
2,1,1.706017,34.576087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.886065,4.634638,0,0,0,0.896159,0.098758,0,0,0,0,0,0,0.022663,0,0,0,0,0,0.110325,0,0,1,1,0.103531,1,0,1,legit
2,1,0.931149,34.523177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.946428,4.968228,0,0,0,0.405173,0.120859,0,0,0,0,0,0,0.001465,0,0,0,0,0,0.472137,0,0,1,1,0.770019,1,0,1,legit
2,1,0,32.574221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.691709,1,0,0,0,0.54306,0.078304,0,0,0,0,0,0,0,0,0,0,0,0,0.859278,0,0,1,1,0.777313,1,0,1,legit
2,1,1.850864,34.817631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.462043,1.696593,0,0,0,0.563889,0.082345,0,0,0,0,0,0,0.004589,0,0,0,0,0,0.249591,0,0,1,1,0.738047,1,0,1,legit
2,1,0,30.829322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.245467,1,0,0,0,0.305164,0.083826,0,0,0,0,0,0,0,0,0,0,0,0,0.316073,0,0,1,1,0.025976,1,0,1,legit
2,1,0,23.862788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.635964,1,0,0,0,0,0.060404,0,0,0,0,0,0,0,0,0,0,0,0,0.947297,0,0,1,1,-1,1,0,1,legit
2,1,0,24.314864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.616921,1,0,0,0,0,0.40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.908724,1,0,0.542031,legit
2,1,0,24.401881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.089136,1,0,0,0,0,0.10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.023671,1,0,0.809408,legit
2,1,0,24.619404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.329878,1,0,0,0,0,0.431472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.01621,1,0,0.526865,legit
2,1,0,23.739194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.055379,1,0,0,0,0,0.056449,0,0,0,0,0,0,0,0,0,0,0,0,0.005637,0,0,1,1,-1,1,0,1,legit
2,1,1.697199,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.619222,3.086264,0,0,0,0,0.039231,0,0,0,0,0,0,0,0,0,0,0,0,0.377133,0,0,1,1,-1,1,0,1,legit
